4.0,19.0,-9.0,-7.0,-3.0,-36.0,-6.0,-23.0,3.0,-21.0,-2.0,-9.0,15.0,-23.0,-11.0,-2.0,11.0,27.0,-3.0,-12.0,-22.0,-34.0,-16.0,-2.0,-10.0,-9.0,3.0,5.0,41.0,-33.0,19.0,1.0,5.0,0.0,-2.0,-6.0,-12.0,63.0,-7.0,-3.0,-11.0,-15.0,4.0,12.0,42.0,12.0,-14.0,-20.0,1.0,29.0,-2.0,-7.0,-24.0,-22.0,-8.0,9.0,-14.0,-2.0,-3.0,-4.0,-21.0,7.0,-8.0,-12.0,2
-1.0,12.0,20.0,7.0,20.0,-73.0,-4.0,-2.0,4.0,5.0,-14.0,-4.0,-16.0,-12.0,-6.0,0.0,-2.0,-30.0,13.0,17.0,20.0,82.0,0.0,6.0,7.0,-10.0,-4.0,-11.0,-41.0,-75.0,-20.0,-13.0,-13.0,-2.0,-2.0,11.0,44.0,77.0,37.0,1.0,7.0,28.0,12.0,9.0,5.0,0.0,8.0,7.0,8.0,-19.0,-13.0,-10.0,-5.0,-51.0,-19.0,-3.0,-5.0,-2.0,0.0,-4.0,-7.0,5.0,6.0,9.0,2
4.0,5.0,-8.0,-2.0,10.0,-10.0,-10.0,16.0,-3.0,-18.0,7.0,-4.0,-27.0,-27.0,10.0,9.0,1.0,13.0,-7.0,-9.0,-29.0,-33.0,-16.0,7.0,14.0,-12.0,5.0,13.0,67.0,43.0,10.0,9.0,-6.0,-1.0,-9.0,-8.0,-43.0,-21.0,-13.0,-16.0,-14.0,-77.0,-5.0,8.0,15.0,88.0,19.0,-4.0,8.0,-3.0,-11.0,-4.0,-3.0,-34.0,-13.0,2.0,0.0,2.0,3.0,-8.0,19.0,20.0,0.0,-8.0,2
-3.0,-3.0,5.0,11.0,25.0,-20.0,-2.0,14.0,9.0,32.0,-1.0,-1.0,19.0,-2.0,-1.0,-5.0,1.0,5.0,3.0,8.0,-4.0,4.0,-1.0,-18.0,-10.0,-21.0,-4.0,-7.0,-22.0,53.0,10.0,5.0,4.0,-2.0,-13.0,-7.0,24.0,24.0,29.0,4.0,6.0,9.0,5.0,4.0,-44.0,-52.0,-23.0,-6.0,-8.0,0.0,-9.0,-12.0,11.0,-65.0,-27.0,15.0,-2.0,16.0,6.0,9.0,1.0,31.0,16.0,4.0,2
-5.0,-9.0,-2.0,-5.0,-46.0,-34.0,-9.0,-4.0,0.0,8.0,1.0,3.0,37.0,29.0,7.0,-15.0,0.0,-5.0,1.0,-4.0,1.0,-36.0,-13.0,1.0,9.0,24.0,3.0,1.0,2.0,5.0,-6.0,8.0,-6.0,-7.0,-22.0,-9.0,-12.0,66.0,2.0,-8.0,2.0,-13.0,9.0,1.0,0.0,4.0,0.0,11.0,1.0,-26.0,-2.0,0.0,5.0,5.0,5.0,-5.0,-11.0,-6.0,7.0,6.0,-10.0,-24.0,-6.0,0.0,2
3.0,-3.0,-6.0,-5.0,-3.0,-4.0,-5.0,-4.0,-5.0,8.0,-6.0,-3.0,17.0,-17.0,2.0,-8.0,5.0,21.0,6.0,7.0,-12.0,-4.0,12.0,-4.0,-4.0,8.0,-10.0,-8.0,-8.0,8.0,3.0,-6.0,-4.0,-31.0,0.0,2.0,-17.0,-70.0,-19.0,7.0,4.0,17.0,5.0,-2.0,-5.0,85.0,38.0,36.0,3.0,2.0,3.0,8.0,8.0,-30.0,7.0,-18.0,-14.0,8.0,1.0,-2.0,-4.0,-34.0,-3.0,6.0,2
5.0,41.0,4.0,0.0,-5.0,-38.0,-9.0,-8.0,-11.0,-39.0,-8.0,-3.0,-19.0,-46.0,-11.0,-15.0,3.0,0.0,-8.0,-10.0,11.0,-10.0,-6.0,4.0,-1.0,5.0,4.0,5.0,2.0,78.0,1.0,-10.0,14.0,10.0,10.0,4.0,-9.0,-31.0,14.0,29.0,2.0,13.0,-5.0,-2.0,5.0,-11.0,-6.0,0.0,17.0,18.0,0.0,2.0,1.0,57.0,3.0,3.0,-17.0,-16.0,-5.0,-6.0,14.0,-33.0,4.0,-19.0,2
-11.0,0.0,-6.0,-9.0,9.0,49.0,8.0,6.0,0.0,-7.0,4.0,-2.0,-5.0,-23.0,-22.0,-16.0,6.0,10.0,2.0,7.0,-37.0,-26.0,1.0,2.0,-5.0,-38.0,-9.0,2.0,1.0,-27.0,-8.0,10.0,0.0,0.0,5.0,5.0,40.0,118.0,34.0,-34.0,8.0,20.0,-4.0,-3.0,-1.0,-73.0,-30.0,28.0,-19.0,-35.0,-8.0,-10.0,-21.0,24.0,1.0,-12.0,0.0,3.0,1.0,-14.0,-1.0,-31.0,2.0,-1.0,2
24.0,-1.0,19.0,30.0,33.0,-19.0,-8.0,11.0,-14.0,-22.0,-6.0,-2.0,1.0,8.0,4.0,-1.0,2.0,10.0,2.0,2.0,11.0,4.0,-4.0,-5.0,4.0,12.0,-9.0,-6.0,4.0,-7.0,6.0,7.0,-1.0,-6.0,2.0,-10.0,-10.0,-8.0,-17.0,5.0,-4.0,15.0,-3.0,-5.0,-22.0,52.0,19.0,-1.0,17.0,7.0,12.0,7.0,16.0,15.0,0.0,14.0,0.0,-13.0,-6.0,-3.0,-5.0,17.0,2.0,8.0,2
-1.0,7.0,-1.0,0.0,-14.0,-44.0,-7.0,-2.0,2.0,5.0,-4.0,5.0,6.0,-9.0,-18.0,-11.0,-15.0,-32.0,0.0,-5.0,17.0,49.0,16.0,-22.0,13.0,12.0,3.0,6.0,-19.0,-35.0,-7.0,11.0,0.0,0.0,2.0,-3.0,-15.0,-20.0,-4.0,0.0,-3.0,2.0,8.0,6.0,6.0,-8.0,7.0,-5.0,-8.0,1.0,-5.0,-5.0,10.0,23.0,6.0,9.0,-9.0,-6.0,7.0,5.0,11.0,38.0,-6.0,-15.0,2
