-7.0,-1.0,-1.0,0.0,-10.0,-10.0,-1.0,1.0,-5.0,-5.0,-4.0,-2.0,-17.0,-17.0,-5.0,-5.0,10.0,2.0,-1.0,-3.0,8.0,5.0,0.0,-1.0,-3.0,-4.0,-4.0,-3.0,15.0,24.0,-1.0,-6.0,-7.0,-3.0,-4.0,-4.0,13.0,60.0,3.0,8.0,-7.0,4.0,6.0,5.0,-36.0,-56.0,-3.0,-5.0,-6.0,0.0,2.0,2.0,-4.0,-16.0,2.0,6.0,-4.0,-3.0,-5.0,-3.0,15.0,11.0,-4.0,-5.0,1
-6.0,-2.0,-5.0,-2.0,27.0,42.0,3.0,5.0,11.0,1.0,-1.0,-1.0,-3.0,2.0,-1.0,-10.0,-35.0,-2.0,4.0,6.0,-16.0,-12.0,-1.0,0.0,47.0,8.0,4.0,-2.0,-20.0,-23.0,0.0,8.0,-8.0,-1.0,-2.0,-2.0,12.0,-1.0,-2.0,-6.0,3.0,-1.0,2.0,-3.0,16.0,15.0,-5.0,-7.0,-2.0,-4.0,-3.0,0.0,-7.0,-7.0,1.0,2.0,-17.0,-5.0,-7.0,-2.0,15.0,12.0,0.0,-7.0,1
5.0,0.0,-1.0,-2.0,2.0,-9.0,1.0,5.0,1.0,-3.0,-6.0,-4.0,-3.0,10.0,3.0,-3.0,-1.0,0.0,4.0,6.0,-29.0,-38.0,2.0,12.0,7.0,1.0,0.0,-2.0,19.0,23.0,2.0,3.0,-3.0,1.0,-3.0,-2.0,-9.0,7.0,-4.0,1.0,3.0,1.0,0.0,-3.0,9.0,3.0,-1.0,2.0,-13.0,-8.0,1.0,1.0,-7.0,2.0,-5.0,-11.0,-23.0,1.0,-1.0,-1.0,-23.0,-25.0,2.0,-1.0,1
31.0,4.0,2.0,-2.0,38.0,14.0,2.0,7.0,-2.0,4.0,1.0,1.0,8.0,26.0,0.0,3.0,16.0,-6.0,-8.0,-9.0,-8.0,-2.0,-9.0,-13.0,-16.0,-4.0,1.0,4.0,-14.0,-17.0,2.0,6.0,-23.0,0.0,2.0,0.0,-6.0,-6.0,1.0,-10.0,23.0,3.0,-1.0,-2.0,-2.0,-9.0,-1.0,6.0,-10.0,3.0,3.0,1.0,15.0,10.0,0.0,-4.0,13.0,2.0,-1.0,-3.0,-7.0,0.0,-3.0,-2.0,1
-4.0,-4.0,3.0,3.0,-25.0,-46.0,-1.0,3.0,-7.0,-6.0,-4.0,-4.0,11.0,14.0,-3.0,-3.0,-9.0,5.0,-1.0,0.0,-4.0,-17.0,-1.0,-3.0,9.0,-4.0,-5.0,-5.0,22.0,27.0,-4.0,0.0,-3.0,-3.0,-4.0,-3.0,27.0,45.0,-5.0,-5.0,-8.0,9.0,8.0,10.0,-25.0,-66.0,9.0,6.0,-9.0,-10.0,-4.0,-4.0,-8.0,0.0,2.0,15.0,4.0,-4.0,-1.0,-1.0,7.0,26.0,3.0,-7.0,1
-8.0,-3.0,-1.0,0.0,14.0,5.0,-4.0,-6.0,2.0,0.0,-1.0,0.0,-5.0,7.0,0.0,2.0,5.0,9.0,1.0,-1.0,11.0,17.0,1.0,-3.0,7.0,0.0,-3.0,-2.0,-16.0,-24.0,-2.0,13.0,-3.0,-1.0,-2.0,1.0,-14.0,-1.0,5.0,-2.0,2.0,-1.0,0.0,-2.0,-2.0,-9.0,-5.0,3.0,-26.0,-4.0,2.0,-2.0,0.0,18.0,0.0,-18.0,53.0,8.0,-1.0,-1.0,-2.0,-5.0,-2.0,9.0,1
-10.0,-7.0,2.0,-1.0,-14.0,-9.0,0.0,4.0,5.0,-1.0,-4.0,-2.0,30.0,26.0,-1.0,-7.0,5.0,-1.0,0.0,3.0,-5.0,16.0,-1.0,8.0,-25.0,-6.0,-5.0,1.0,10.0,-5.0,-3.0,-15.0,11.0,1.0,2.0,5.0,3.0,-41.0,3.0,17.0,13.0,0.0,3.0,0.0,-39.0,-29.0,-3.0,-6.0,-19.0,-5.0,-7.0,-4.0,10.0,4.0,-6.0,-13.0,-12.0,-6.0,0.0,0.0,7.0,2.0,-2.0,-3.0,1
3.0,5.0,-1.0,-3.0,-3.0,12.0,-3.0,-1.0,-8.0,-8.0,-5.0,0.0,46.0,49.0,0.0,-3.0,8.0,3.0,1.0,1.0,-27.0,-32.0,1.0,1.0,-24.0,-3.0,-1.0,0.0,36.0,30.0,2.0,-20.0,-9.0,-2.0,1.0,0.0,-37.0,-38.0,1.0,12.0,2.0,-3.0,-7.0,-6.0,46.0,79.0,4.0,-2.0,16.0,7.0,4.0,2.0,-26.0,-42.0,1.0,11.0,-5.0,-2.0,1.0,1.0,9.0,-9.0,2.0,0.0,1
-1.0,-5.0,-4.0,-4.0,22.0,43.0,-3.0,-15.0,1.0,3.0,0.0,3.0,-18.0,-4.0,4.0,-6.0,14.0,-1.0,-3.0,-3.0,-7.0,-33.0,-5.0,5.0,-4.0,-2.0,2.0,1.0,-1.0,1.0,-1.0,-4.0,-18.0,2.0,-5.0,-5.0,10.0,38.0,-6.0,-8.0,34.0,-3.0,3.0,2.0,-37.0,-60.0,-1.0,10.0,9.0,-2.0,-1.0,-4.0,33.0,42.0,0.0,-2.0,-1.0,0.0,1.0,-2.0,-3.0,9.0,3.0,7.0,1
-6.0,-2.0,0.0,1.0,14.0,16.0,2.0,-5.0,-23.0,-1.0,1.0,-3.0,-28.0,-24.0,-5.0,-6.0,24.0,5.0,-4.0,-5.0,0.0,-2.0,-2.0,5.0,4.0,0.0,1.0,-1.0,-1.0,17.0,-3.0,5.0,-6.0,-2.0,1.0,3.0,-3.0,-48.0,-2.0,0.0,-5.0,1.0,-3.0,-3.0,4.0,7.0,0.0,0.0,10.0,-2.0,-4.0,-4.0,59.0,29.0,3.0,0.0,-5.0,4.0,4.0,3.0,-56.0,-49.0,-4.0,0.0,1
